Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange
CBNJ,"Cape Bancorp, Inc.",10.97,130345375.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbnj,nasdaq
CPLA,Capella Education Company,60.42,745337676.1,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla,nasdaq
CBF,Capital Bank Financial Corp.,24.61,1281788913,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/cbf,nasdaq
CCBG,Capital City Bank Group,13.03,226890087,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccbg,nasdaq
CPLP,Capital Product Partners L.P.,10.64,941009154.4,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp,nasdaq
CSWC,Capital Southwest Corporation,34.76,531325509.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cswc,nasdaq
CPTA,Capitala Finance Corp.,19.25,249757585,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/cpta,nasdaq
CLAC,Capitol Acquisition Corp. II,9.82,245500000,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/clac,nasdaq
CLACU,Capitol Acquisition Corp. II,10.5,262500000,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/clacu,nasdaq
CLACW,Capitol Acquisition Corp. II,0.49,0,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/clacw,nasdaq
CFFN,"Capitol Federal Financial, Inc.",12.43,1804455493,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffn,nasdaq
CPST,Capstone Turbine Corporation,2.01,623358069.9,n/a,2000,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cpst,nasdaq
CARA,"Cara Therapeutics, Inc.",16.52,360836960.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cara,nasdaq
CARB,"Carbonite, Inc.",9.91,263137712.9,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/carb,nasdaq
CRDC,"Cardica, Inc.",1.01,52109714.77,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/crdc,nasdaq
CFNL,Cardinal Financial Corporation,17.55,560873026.4,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnl,nasdaq
CRME,Cardiome Pharma Corporation,8.08,132982878.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme,nasdaq
CSII,"Cardiovascular Systems, Inc.",31.5,945056794.5,n/a,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii,nasdaq
CATM,"Cardtronics, Inc.",38.12,1695734197,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/catm,nasdaq
CECO,Career Education Corporation,7.24,486165261.5,n/a,1998,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceco,nasdaq
CKEC,"Carmike Cinemas, Inc.",29.25,674503800.8,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/ckec,nasdaq
CLBH,Carolina Bank Holdings Inc.,10.1693,34877038.05,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/clbh,nasdaq
CART,Carolina Trust Bank,4.15,19233100.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cart,nasdaq
CRZO,"Carrizo Oil & Gas, Inc.",53.57,2436007467,n/a,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo,nasdaq
TAST,"Carrols Restaurant Group, Inc.",7.25,171905446,n/a,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tast,nasdaq
CARV,"Carver Bancorp, Inc.",11.9,43981114.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/carv,nasdaq
CASM,"CAS Medical Systems, Inc.",2.125,41245546.63,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/casm,nasdaq
CACB,Cascade Bancorp,5.52,262688299.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cacb,nasdaq
CSCD,"Cascade Microtech, Inc.",10,162742400,n/a,2004,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cscd,nasdaq
CWST,"Casella Waste Systems, Inc.",4.92,196987048.6,n/a,1997,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst,nasdaq
CASY,"Caseys General Stores, Inc.",67.58,2601021540,n/a,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy,nasdaq
CASS,"Cass Information Systems, Inc",50.93,587195448.7,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cass,nasdaq
CPRX,"Catalyst Pharmaceutical Partners, Inc.",2.32,125617868.6,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx,nasdaq
CTRX,Catamaran Corporation,44.47,9179924935,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ctrx,nasdaq
CATY,Cathay General Bancorp,24.52,1951545157,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caty,nasdaq
CATYW,Cathay General Bancorp,6.85,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catyw,nasdaq
CVCO,"Cavco Industries, Inc.",78.64,695163759.4,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco,nasdaq
CAVM,"Cavium, Inc.",41.86,2201392786,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm,nasdaq
CBEY,"Cbeyond, Inc.",7.02,215974919.2,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbey,nasdaq
CBOE,"CBOE Holdings, Inc.",55.75,4821474693,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe,nasdaq
CDW,CDW Corporation,26.71,4592898739,n/a,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw,nasdaq
CECE,CECO Environmental Corp.,16.22,415373714.1,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cece,nasdaq
CPXX,Celator Pharmaceuticals Inc.,3.15,82012127.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpxx,nasdaq
CELG,Celgene Corporation,139.29,56554536804,n/a,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg,nasdaq
CELGZ,Celgene Corporation,2.8586,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz,nasdaq
CTIC,"Cell Therapeutics, Inc.",3.38,505775311.1,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic,nasdaq
CLDN,Celladon Corporation,11.26,199020668.9,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cldn,nasdaq
CLDX,"Celldex Therapeutics, Inc.",16.95,1512817112,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx,nasdaq
ICEL,"Cellular Dynamics International, Inc.",13.89,218930360.3,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/icel,nasdaq
CLSN,Celsion Corporation,3.42,58876924.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsn,nasdaq
CLTX,Celsus Therapeutics Plc,6.6,25787995.2,3907272,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cltx,nasdaq
CEMP,"Cempra, Inc.",11.01,365454621.7,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemp,nasdaq
CNBC,"Center Bancorp, Inc.",18.83,308228496,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbc,nasdaq
CSFL,"CenterState Banks, Inc.",10.71,379197264,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl,nasdaq
CETV,Central European Media Enterprises Ltd.,3.03,409390472,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cetv,nasdaq
CFBK,Central Federal Corporation,1.5,23735565,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbk,nasdaq
CENT,Central Garden & Pet Company,8.01,395537596.7,n/a,1993,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cent,nasdaq
CENTA,Central Garden & Pet Company,8.15,402450863.1,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/centa,nasdaq
CVCY,Central Valley Community Bancorp,11.2501,122908298.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy,nasdaq
CENX,Century Aluminum Company,12.91,1145331138,n/a,1996,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/cenx,nasdaq
CNBKA,"Century Bancorp, Inc.",34.07,189313668.6,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka,nasdaq
CNTY,"Century Casinos, Inc.",6.99,170400549.4,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty,nasdaq
CPHD,CEPHEID,50.75,3532149250,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cphd,nasdaq
CRNT,Ceragon Networks Ltd.,2.87,150552072.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/crnt,nasdaq
CERE,"Ceres, Inc.",0.838,40395456.48,n/a,2012,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cere,nasdaq
CERN,Cerner Corporation,56.15,19312573178,n/a,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/cern,nasdaq
CERS,Cerus Corporation,4.83,348479670,n/a,1997,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cers,nasdaq
KOOL,Cesca Therapeutics Inc.,1.74,56745055.74,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kool,nasdaq
CEVA,"CEVA, Inc.",17.28,365298612.5,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ceva,nasdaq
CYOU,Changyou.com Limited,28.98,353051545.1,12182593,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou,nasdaq
HOTR,"Chanticleer Holdings, Inc.",3.71,19896347.87,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/hotr,nasdaq
HOTRW,"Chanticleer Holdings, Inc.",0.7,0,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/hotrw,nasdaq
CTHR,Charles & Colvard Ltd,2.93,58940433.77,n/a,1997,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr,nasdaq
CHRM,Charm Communications Inc.,4.31,41269357.67,9575257,2010,Technology,Advertising,http://www.nasdaq.com/symbol/chrm,nasdaq
CACG,Chart Acquisition Corp.,9.93,96817500,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/cacg,nasdaq
CACGU,Chart Acquisition Corp.,10.44,0,n/a,2012,Finance,Business Services,http://www.nasdaq.com/symbol/cacgu,nasdaq
CACGW,Chart Acquisition Corp.,0.69,0,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/cacgw,nasdaq
GTLS,"Chart Industries, Inc.",78.38,2382875292,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gtls,nasdaq
CHTR,"Charter Communications, Inc.",122.41,12993096221,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr,nasdaq
CHFN,Charter Financial Corp.,10.7,244145174.2,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chfn,nasdaq
CHKP,Check Point Software Technologies Ltd.,66.19,13002116910,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chkp,nasdaq
CHTP,"Chelsea Therapeutics International, Ltd.",5.38,421974468.1,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chtp,nasdaq
CEMI,"Chembio Diagnostics, Inc.",3.3786,31504711.84,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemi,nasdaq
CHFC,Chemical Financial Corporation,31.77,946934904.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc,nasdaq
CCXI,"ChemoCentryx, Inc.",6.54,282189483.1,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ccxi,nasdaq
CHMG,Chemung Financial Corp,26.92,124219163.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chmg,nasdaq
CHKE,Cherokee Inc.,13.65,114707775,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/chke,nasdaq
CHEV,Cheviot Financial Corp,10.27,70028079.81,n/a,2004,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chev,nasdaq
CBNK,"Chicopee Bancorp, Inc.",17.72,96362866.2,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cbnk,nasdaq
CMRX,"Chimerix, Inc.",22.29,596545798.9,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx,nasdaq
CADC,"China Advanced Construction Materials Group, Inc.",5.12,7612779.52,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cadc,nasdaq
CALI,China Auto Logistics Inc.,3.78,13964809.32,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/cali,nasdaq
CAAS,"China Automotive Systems, Inc.",8.2,229952755.8,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/caas,nasdaq
CBAK,"China BAK Battery, Inc.",3.09,38994554.73,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cbak,nasdaq
CBPO,"China Biologic Products, Inc.",34.18,798706789.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo,nasdaq
CCCL,"China Ceramics Co., Ltd.",1.62,33097957.56,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cccl,nasdaq
CCCR,"China Commercial Credit, Inc.",5.5885,58291726.64,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/cccr,nasdaq
JRJC,China Finance Online Co. Limited,4.5,81702004.5,18156001,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/jrjc,nasdaq
CHOP,China Gerui Advanced Materials Group Limited,1.18,70237033.8,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/chop,nasdaq
HGSH,"China HGS Real Estate, Inc.",5.3,238765000,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/hgsh,nasdaq
CHLN,"China Housing & Land Development, Inc.",2.32,80464177.2,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/chln,nasdaq
CNIT,"China Information Technology, Inc.",4.65,125585377.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit,nasdaq
CJJD,"China Jo-Jo Drugstores, Inc.",2.12,30335084.24,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cjjd,nasdaq
HTHT,"China Lodging Group, Limited",23.68,647680441.6,27351370,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht,nasdaq
CMGE,China Mobile Games and Entertainment Group Limited,20.42,172609136.9,8452945,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmge,nasdaq
CHNR,"China Natural Resources, Inc.",4.22,525620327.6,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/chnr,nasdaq
CPSL,"China Precision Steel, Inc.",2.34,9081226.44,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cpsl,nasdaq
CREG,China Recycling Energy Corporation,4,243640232,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg,nasdaq
CPGI,"China Shengda Packaging Group, Inc.",1.0599,41114380.58,n/a,2010,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cpgi,nasdaq
CSUN,"China Sunergy Co., Ltd.",4.19,44950144.02,10727958,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/csun,nasdaq
CNTF,China TechFaith Wireless Communication Technology Limited,1.86,61192759.38,32899333,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cntf,nasdaq
CXDC,China XD Plastics Company Limited,5.35,256097930.2,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc,nasdaq
CNYD,"China Yida Holding, Co.",4.14,16206361.2,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd,nasdaq
CCIH,ChinaCache International Holdings Ltd.,20.67,296196780,14329791,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/ccih,nasdaq
CEDU,ChinaEdu Corporation,6.88,62885649.28,9140356,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cedu,nasdaq
CNET,"ChinaNet Online Holdings, Inc.",1.65,36921291,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/cnet,nasdaq
CHDX,"Chindex International, Inc.",19.07,345114614.7,n/a,1994,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/chdx,nasdaq
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,21.56,725596345.3,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imos,nasdaq
CHSCN,CHS Inc,26.27,441336000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn,nasdaq
CHSCO,CHS Inc,29.25,331085868.8,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco,nasdaq
CHSCP,CHS Inc,30.41,219932965.8,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp,nasdaq
CHDN,"Churchill Downs, Incorporated",90.36,1621508754,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn,nasdaq
CHUY,"Chuy&#39;s Holdings, Inc.",41.06,672847427.9,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy,nasdaq
CHYR,ChyronHego Corporation,2.53,78977373.09,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/chyr,nasdaq
CIFC,CIFC Corp.,8.15,169324628.2,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cifc,nasdaq
CIMT,"Cimatron, Limited",6.95,74583209.15,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/cimt,nasdaq
CINF,Cincinnati Financial Corporation,48.25,7889966512,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf,nasdaq
CIDM,Cinedigm Corp,2.52,192826700.6,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cidm,nasdaq
CTAS,Cintas Corporation,58.99,7069953329,n/a,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas,nasdaq
CRUS,"Cirrus Logic, Inc.",19.52,1216454719,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus,nasdaq
CISAA,CIS Acquisition Ltd.,10.2,52387200,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/cisaa,nasdaq
CISAU,CIS Acquisition Ltd.,10.34,54036840,n/a,2012,Finance,Business Services,http://www.nasdaq.com/symbol/cisau,nasdaq
CISAW,CIS Acquisition Ltd.,0.26,0,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/cisaw,nasdaq
CSCO,"Cisco Systems, Inc.",22.33,1.15028E+11,n/a,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco,nasdaq
CTRN,"Citi Trends, Inc.",16.2,250293191.4,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn,nasdaq
CZNC,Citizens & Northern Corp,19.75,245092523,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc,nasdaq
CZWI,"Citizens Community Bancorp, Inc.",8.05,41601087.85,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi,nasdaq
CZFC,Citizens First Corporation,10.4799,20632586.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc,nasdaq
CIZN,Citizens Holding Company,18.5,90235859,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn,nasdaq
CTXS,"Citrix Systems, Inc.",57.47,10560302553,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs,nasdaq
CHCO,City Holding Company,44.1,694920258.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco,nasdaq
CDTI,"Clean Diesel Technologies, Inc.",4.22,39204584.92,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cdti,nasdaq
CLNE,Clean Energy Fuels Corp.,8.83,793453345.3,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne,nasdaq
CLNT,"Cleantech Solutions International, Inc.",5.43,19024015.86,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt,nasdaq
CLFD,"Clearfield, Inc.",22.62,294039280.1,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd,nasdaq
CLRO,"ClearOne, Inc.",10.68,99425769.72,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clro,nasdaq
CLIR,ClearSign Combustion Corporation,10.5,101305407,n/a,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir,nasdaq
CBLI,"Cleveland BioLabs, Inc.",0.67,34116279.4,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli,nasdaq
CKSW,ClickSoftware Technologies Ltd.,10.05,318132167.1,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cksw,nasdaq
CSBK,"Clifton Savings Bancorp, Inc.",11.82,312962797.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk,nasdaq
CLVS,"Clovis Oncology, Inc.",70.33,2384157954,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,nasdaq
CMFN,CM Finance Inc,15.02,205273323.3,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn,nasdaq
CME,CME Group Inc.,73.83,24784572782,n/a,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,nasdaq
CMSB,"CMS Bancorp, Inc.",9.28,17286811.84,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cmsb,nasdaq
CCNE,CNB Financial Corporation,17.53,253554638.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne,nasdaq
CISG,CNinsure Inc.,7.75,272402184.8,35148669,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg,nasdaq
COA           ,Coastal Contacts Inc                    ,11.23,368690793.6,n/a,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coa           ,nasdaq
CWAY,"Coastway Bancorp, Inc.",10.2682,50819159.81,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway,nasdaq
COBZ,CoBiz Financial Inc.,11.2,454395088,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz,nasdaq
COBR,Cobra Electronics Corporation,3.33,21987923.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cobr,nasdaq
COKE,Coca-Cola Bottling Co. Consolidated,85.25,788597367.3,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,nasdaq
CDXS,"Codexis, Inc.",2.01,77175682.62,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs,nasdaq
CVLY,"Codorus Valley Bancorp, Inc",21.5,103579410.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly,nasdaq
JVA,"Coffee Holding Co., Inc.",7.63,48620717.67,n/a,2005,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/jva,nasdaq
CCOI,"Cogent Communications Group, Inc.",34.81,1648166858,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi,nasdaq
CGNX,Cognex Corporation,33.02,2874084277,n/a,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,nasdaq
CTSH,Cognizant Technology Solutions Corporation,49.69,30182897268,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,nasdaq
COHR,"Coherent, Inc.",64.2,1594674457,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,nasdaq
COHU,"Cohu, Inc.",10.51,263818478.1,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu,nasdaq
CWTR,"Coldwater Creek, Inc.",0.6699,20518736.88,n/a,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cwtr,nasdaq
JACQ,COLLABRIUM JAPAN ACQUISITION CORPORATION,10.36,58016000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/jacq,nasdaq
JACQU,COLLABRIUM JAPAN ACQUISITION CORPORATION,10.5,58800000,n/a,2012,Finance,Business Services,http://www.nasdaq.com/symbol/jacqu,nasdaq
JACQW,COLLABRIUM JAPAN ACQUISITION CORPORATION,0.144,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/jacqw,nasdaq
CLRX,"CollabRx, Inc.",3.21,6430840.17,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clrx,nasdaq
CLCT,"Collectors Universe, Inc.",18.94,166411669.7,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct,nasdaq
COBK,"Colonial Financial Services, Inc.",11,42383638,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cobk,nasdaq
CBAN,"Colony Bankcorp, Inc.",6.075,51268492.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban,nasdaq
COLB,"Columbia Banking System, Inc.",27.99,1440456060,n/a,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,nasdaq
CBRX,"Columbia Laboratories, Inc.",7,85088227,n/a,1988,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbrx,nasdaq
COLM,Columbia Sportswear Company,81.77,2830004260,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm,nasdaq
CMCO,Columbus McKinnon Corporation,26.16,516426888.2,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco,nasdaq
